code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1538299,SAUZE VALDEZ Victoria,Female,ARG,Argentina,Argentina,['Hockey'],['Women'],1991-07-21,Argentina,,Athlete,Studied Accounting,,Spanish,National: Fernando Ferrara (ARG)
1538304,TOCCALINO Sofia,Female,ARG,Argentina,Argentina,['Hockey'],['Women'],1997-03-20,Argentina,,Athlete,,,"English, Spanish",National: Fernando Ferrara (ARG)
1538305,TRINCHINETTI Eugenia,Female,ARG,Argentina,Argentina,['Hockey'],['Women'],1997-07-17,Argentina,,Athlete,,,"English, Spanish",National: Fernando Ferrara (ARG)
1538363,BUGALLO Agustin,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1995-04-23,Argentina,,Athlete,,,Spanish,National: Marinao Ronconi (ARG)
1538365,CAPURRO ZUBELDIA Bautista,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],2003-10-22,Argentina,,Athlete,,,Spanish,National: Mariano Ronconi (ARG)
1538366,CASELLA SCHUTH Maico,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1997-06-05,Argentina,,Athlete,,"Brothers, Kevin and Ronan","English., Spanish",National: Mariano Ronconi (ARG).<br>Club Manuel Carlos Alconchel (ARG)
1538367,CATAN Juan,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1995-10-05,,,Athlete,,,Spanish,National: Mariano Ronconi (ARG)
1538370,DOMENE Tomas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1997-09-04,Argentina,,Athlete,,,Spanish,National: Mariano Ronconi (ARG).<br>Club: Jean Willems (BEL)
1538372,HABIF Thomas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1996-05-27,Argentina,,Athlete,,Sisters. Florencia and Agustina,Spanish,National: Mariano Ronconi (ARG)
1538375,KEENAN Nicolas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1997-05-06,Argentina,,Athlete,,"Father, Patricio",Spanish,Club: Robert Justus (NED).<br>National: Mariano Ronconi (ARG)
1538378,MARCUCCI Tadeo,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],2001-05-03,Argentina,,Athlete,,"Sister, Valentina",Spanish,National: Mariano Ronconi (ARG)
1538379,MARTINEZ Lucas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1993-11-17,Argentina,,Athlete,,,Spanish,Club: Dave Smolenaars (NED).<br>National: Mariano Ronconi (ARG)
1538380,MARTINS Tobias,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1998-07-14,Argentina,,Athlete,,,Spanish,Coach: Benedikt Schmidt-Busse (GER)<br>National: Mariano Ronconi (ARG)
1538386,JAVER Mahsa,Female,IRI,IR Iran,Islamic Republic of Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",1994-05-12,IR Iran,,Athlete,Studied Physical Education at University of Zanjan (IRI),"Husband, Mohsen Mohammadseifi. Daughter, Minel (born 2019)",Persian,"Personal: Saeed Khodayari (IRI).<br>National: Afshin Farzam (IRI), Farzin Rezaei (IRI)"
1538396,NOROUZI TAZEH KAND Zeinab,Female,IRI,IR Iran,Islamic Republic of Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",2000-01-01,,,,,,,
1538415,BEYRANVAND Mohammad,Male,IRI,IR Iran,Islamic Republic of Iran,['Shooting'],['Trap Men'],2008-08-25,,,Student,,,Persian,
1538421,ROSTAMIYAN Haniyeh,Female,IRI,IR Iran,Islamic Republic of Iran,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",1998-09-11,IR Iran,"Hiking in the mountains, tennis, cooking",Athlete,Studied at the Alzahra University (IRI),,"English, Farsi, German, Persian","National: Mohsen Nasr Esfahani (IRI), Ahmad Najafi (IRI), Maryam Soltani (IRI)"
1538436,AMINI POZVEH Fatemeh,Female,IRI,IR Iran,Islamic Republic of Iran,['Shooting'],['10m Air Rifle Women'],2000-10-05,,,,,,,National: Maryam Talebi (IRI)
1538442,CHEHEL AMIRANI Shermineh,Female,IRI,IR Iran,Islamic Republic of Iran,['Shooting'],['10m Air Rifle Women'],1999-06-20,IR Iran,"Reading, watching movies, spending time with friends","Athlete, student","Studying Polymer Engineering at Amirkabir University of Technology (Tehran, IRI)","Father, Shahram. Mother, Mozhgan. Brother, Shayan","English, Persian",National: Maryam Talebi (IRI).<br>Personal: Mohammad Hossein Karim
1538449,AMAISTROAIE Madalina,Female,ROU,Romania,Romania,['Archery'],"[""Women's Individual""]",2002-12-09,Romania,,"Athlete, student","Studies Mathematics and Computer Science at Babes-Bolyai University (Cluj-Napoca, ROU)",,"English, Romanian","Personal: Ioana Covaliu (ROU), Habian Viorel (ROU)"
1538482,BOUZIDI Carole Diana,Female,ALG,Algeria,Algeria,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",1985-06-25,France,,,,,French,National: Malek Azaoun (ALG)
1538488,GERBEKOV Askerbii,Male,BRN,Bahrain,Bahrain,['Judo'],['Men -81 kg'],1996-06-01,Russian Federation,"Hunting, horses, mountains",,,,"English, Karachai, Russian",
1538504,CISSE Arthur,Male,CIV,Côte d'Ivoire,Côte d'Ivoire,['Athletics'],"[""Men's 100m""]",1996-12-29,Côte d'Ivoire,"Playing football, jet skiing, travelling",Athlete,,"Wife, Assia Raziki (married October 2023)",French,Personal: Geoffrey Kimani (KEN)
1538505,KONE Maboundou,Female,CIV,Côte d'Ivoire,Côte d'Ivoire,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",1997-05-16,Côte d'Ivoire,,Athlete,,,"English, French",
1538622,NURMATOV Shakhzod,Male,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",1999-04-07,Uzbekistan,,Athlete,,,"Russian, Uzbek",
1538627,PRAKATEN Anna,Female,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Women's Single Sculls""]",1992-09-06,Belarus,,Athlete,"Belarusian State University of Physical Education, Minsk (BLR)",,"English, Russian",
1538632,SAFAROLIYEV Sobirjon,Male,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",2002-05-02,Uzbekistan,,Athlete,,,Uzbek,
1538648,OLFATI Mahdi,Male,IRI,IR Iran,Islamic Republic of Iran,['Artistic Gymnastics'],"['Men', ""Men's Vault""]",2001-03-06,IR Iran,,Athlete,,,"English, Farsi",National: Mohammadreza Kheirkhah
1538662,CHEN Jiexian Stephenie,Female,SGP,Singapore,Singapore,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",1991-12-25,Singapore,,Athlete,"Graduated with a Bachelor's degree in Sports Science from the University of Western Australia (Perth, AUS)","Father, Michael. Mother, Yvonne","English, Mandarin",National: Bill Lee Wei Liang (SGP).<br>Personal: David Smith (AUS)
1538729,MAZZILLI Agustin,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1989-06-20,Argentina,"Enjoys travelling, exploring new cultures, and experiencing different cuisines from around the world",Athlete,,,"English., Spanish",National: Mariano Ronconi (ARG)
1538734,MONJA Federico,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1993-09-12,,,Athlete,,,Spanish,National: Mariano Ronconi (ARG)
1538737,REY Matias,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1984-12-01,Argentina,,Athlete,,"Brother, Lucas",Spanish,National: Mariano Ronconi (ARG)
1538740,SANTIAGO Tomas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1992-06-15,Argentina,,Athlete,,,Spanish,Club: Gilles Verdussen (BEL).<br>National: Mariano Ronconi (ARG)
1538741,TARAZONA Santiago,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1996-05-31,Argentina,,Athlete,,,Spanish,National: Mariano Ronconi (ARG)
1538742,TOSCANI Lucas,Male,ARG,Argentina,Argentina,['Hockey'],['Men'],1999-09-22,,,Athlete,,,Spanish,Club: Tobias Matania (GER).<br>National: Mariano Ronconi (ARG)
1538800,VERNICE Agustin,Male,ARG,Argentina,Argentina,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",1995-07-03,Argentina,"Playing the guitar, sim racing, model houses",Athlete,,"Mother, Claudia",Spanish,National: Diego Canepa (ARG)
1538830,BROWN Janeek,Female,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's 100m Hurdles""]",1998-05-14,Jamaica,,Athlete,"Studied at the University of Arkansas, Fayetteville, AK (USA)",,English,
1538875,MOLINA Gonzalo Nahuel,Male,ARG,Argentina,Argentina,['Cycling BMX Racing'],['Men'],1995-05-05,Argentina,"Reading, watching Netflix, play guitar",Athlete,,"Partner, Vicky Perkosky. Daughter, Constanza. Brother, Franco",Spanish,"National: Ignacio Kaul, Ariel Katogui"
1538878,VILLEGAS Federico Emiliano,Male,ARG,Argentina,Argentina,['Cycling BMX Racing'],['Men'],1994-07-13,,,,,,,
1538893,CAMERON Lloydricia,Female,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's Shot Put""]",1996-04-08,United States,,Athlete,"Graduated with a Master's degree in Management (2018) from the University of Florida, Gainsville, FL (USA).</p><p>Graduated with a Bachelor's degree in Criminology (2017) from the University of Florida, Gainsville, FL (USA)","Mother, Virginia",English,Personal: Julian Robinson (JAM)
1538903,PERINCHIEF Jah-Nhai,Male,BER,Bermuda,Great Britain,['Athletics'],"[""Men's Triple Jump""]",1997-12-13,Bermuda,,Athlete,,"Mother, Janita Perinchief. Three brothers and one sister",English,Personal: Travis Geopfert (USA). Also counts four-time Bermudian Olympian Brian Wellman as a mentor
1538904,CLAYTON Rushell,Female,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's 400m Hurdles""]",1992-10-18,Jamaica,,Athlete,"Studied at the University of the West Indies (Kingston, JAM)","Father, Brenton. Five siblings",English,Personal: Reynaldo Walcott (JAM)
1538910,DUFFY Flora,Female,BER,Bermuda,Great Britain,['Triathlon'],"[""Women's Individual""]",1987-09-30,Bermuda,,Athlete,"Sociology at University of Colorado (Boulder, CO, USA)",,English,
1538934,FIRFIRICA Alin Alexandru,Male,ROU,Romania,Romania,['Athletics'],"[""Men's Discus Throw""]",1995-11-03,Romania,,Athlete,Stefan cel Mare University of Suceava (ROU),,"English, Romanian",Personal: Daniela Costian
1538935,GHELBER Bianca Florentina,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Hammer Throw""]",1990-06-01,Romania,,Athlete,Vasile Alecsandri University of Bacau (ROU),"Husband, Viorel. Daughter, Victoria Maria (born 2015). Younger sister, Roxana",Romanian,"Personal: Mihaela Melinte (ROU), since 2018"
1538937,ION Diana Ana Maria,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",2000-11-27,Romania,,Athlete,,,Romanian,
1538939,MELLY Joan Chelimo,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Marathon""]",1990-11-10,Kenya,,,,"Daughter, Ariana (born 23 May 2015). Father, Stephen Kibet. Mother, Zipporah Jemeli Marindich (teacher)","English, Swahili",Personal: Carol Santa (ROU)
1538999,MERINGOR Delvine Relin,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Marathon""]",1992-08-01,Kenya,,,,"Daughter, Shelly (born 2017, named after Jamaican sprinter Shelly Ann-Fraser-Pryce). Father, Paul Kibet, has four wives and 30 children. Mother, Chemrekew Tongelech",Swahili,Personal: Valentin Anghel (ROU)
1539000,MIKLOS Andrea,Female,ROU,Romania,Romania,['Athletics'],"[""Women's 400m""]",1999-04-17,Romania,,Athlete,,"Boyfriend, Cristin Esanu",Romanian,"Personal: Magdolna Kanizsay (ROU), Emir Bekric (SRB)"
1539008,NOVAC Alexandru Mihaita,Male,ROU,Romania,Romania,['Athletics'],"[""Men's Javelin Throw""]",1997-03-24,Romania,Watching television,Athlete,,,Romanian,Personal: Mihaela Melinte (ROU)
1539114,PRANNOY H. S,Male,IND,India,India,['Badminton'],"[""Men's Singles""]",1992-07-17,India,"Driving, watching movies",,,"Wife, Swetha (married 2022)",English,Club: Pullela Gopichand (IND)<br>National: Gurusai Dutt (IND)
1539123,RANKIREDDY Satwiksairaj,Male,IND,India,India,['Badminton'],"[""Men's Doubles""]",2000-08-13,India,,Athlete,,,"English, Hindi",National: Mathias Boe (DEN)
1539125,SHETTY Chirag,Male,IND,India,India,['Badminton'],"[""Men's Doubles""]",1997-07-04,India,,Athlete,"Studied at the Narsee Monjee College of Commerce and Economics (Mumbai, IND)",,"English, Hindi",National: Mathias Boe (DEN)
1539131,BERTEMES Bob,Male,LUX,Luxembourg,Luxembourg,['Athletics'],"[""Men's Shot Put""]",1993-05-24,Luxembourg,,"Athlete, sports soldier","Sports Management at International University of Applied Sciences (Erfurt, GER)",,"German, Luxembourgish",Personal: Khalid Alqawati (GER)
1539157,PUSARLA V. Sindhu,Female,IND,India,India,['Badminton'],"[""Women's Singles""]",1995-07-05,India,Meditation,Athlete. Employed with Bharat Petroleum since July 2013 in various sport manager positions (associated with the company since she was 14),"Commerce at St Ann's College for Women (Hyderabad, IND)",,"English, Hindi, Telugu",Personal: Park Tae-Sang (KOR)
1539180,AGARWALLA Anush,Male,IND,India,India,['Equestrian'],['Dressage Individual'],1999-11-23,India,,"Athlete, student",Studying for a degree in Business Economics,"Father, Amit. Mother, Gautam Agarwalla","English, German, Hindi",Personal: Hubertus Schmidt (GER)
1539183,CRASTO Tanisha,Female,IND,India,India,['Badminton'],"[""Women's Doubles""]",2003-05-05,UA Emirates,,,,"Father, Clifford",English,National: Pullela Gopichand (IND)
1539188,PONNAPPA Ashwini,Female,IND,India,India,['Badminton'],"[""Women's Doubles""]",1989-09-18,India,"Reading, listening to music, watching dramas, trying new food",,,"Husband, Karan Medappa (married December 2017)",English,"National: Arun Vishnu (IND), Pullela Gopichand (IND)"
1539303,ROTARU-KOTTMANN Alina,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Long Jump""]",1993-06-05,Romania,Spending time outdoors,"Athlete, student","Exercise Science, Sport Studies at National University of Physical Education and Sport (Bucharest, ROU)","Husband, Max Kottmann (married 2021)","German, Romanian","Personal: Mihai Corucle (ROU), since 2015"
1539314,RUTTO Stella,Female,ROU,Romania,Romania,['Athletics'],"[""Women's 3000m Steeplechase""]",1996-12-16,Kenya,,Athlete,,,English,Personal: Carol Santa (ROU)
1539328,STANCIU Daniela,Female,ROU,Romania,Romania,['Athletics'],"[""Women's High Jump""]",1987-10-15,Romania,,Athlete,,,Romanian,Personal: Oana Pantelimon (ROU)
1539340,TALOS Elena Andreea,Female,ROU,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",1995-02-24,Romania,,Athlete,Physical Education at Ovidius University Constanta (ROU),"Husband, Alexandru. Son (born January 2021)",Romanian,Personal: Virgil Costache (ROU)
1539342,TOADER Andrei Rares,Male,ROU,Romania,Romania,['Athletics'],"[""Men's Shot Put""]",1997-05-26,Romania,,Athlete,,,English,Personal: Nicoleta Grasu (ROU)/Sorin Tirichita (ROU)
1539412,GOMES Filipe,Male,MAW,Malawi,Malawi,['Swimming'],"[""Men's 50m Freestyle""]",1997-04-07,Malawi,,"Coach, personal trainer",,"Wife, Gabriela Peixoto","English, Portuguese",
1539497,OCAMPO Daiana,Female,ARG,Argentina,Argentina,['Athletics'],"[""Women's Marathon""]",1991-02-16,Argentina,,Athlete,,"Daughter, Amparo (born in 2016). Husband, Damian. Oldest and only girl of six siblings",Spanish,Personal: Hugo Bressani (ARG)
1539505,ARCHIBALD Emanuel,Male,GUY,Guyana,Guyana,['Athletics'],"[""Men's 100m""]",1994-09-09,,,Athlete,"Studied at the University of the West Indies (Kingston, JAM)",,,Club: Kerry Lee Ricketts
1539510,ABRAMS Aliyah,Female,GUY,Guyana,United States of America,['Athletics'],"[""Women's 400m""]",1997-04-03,United States,,Athlete,"Graduated IN 2019 with a Bachelor's degree in Public Health from the University of South Carolina (Columbia, SC, USA)","Father, Denzel. Mother, Claudia. Two older siblings",English,
1539530,NOEL Raekwon Jibril,Male,GUY,Guyana,United States of America,['Swimming'],"[""Men's 400m Freestyle""]",2005-12-21,,,,"Will start at Indiana University (Bloomington, IN, USA) in autumn 2024","Mother, Ushaka - describes her as his ""best friend""",English,
1539532,PERSAUD Aleka Kylela,Female,GUY,Guyana,Guyana,['Swimming'],"[""Women's 100m Freestyle""]",2006-02-24,,,Athlete,,,,Personal: Sean Baksh
1539540,ALLERS-LIBURD Zahria,Female,SKN,St Kitts and Nevis,Saint Kitts and Nevis,['Athletics'],"[""Women's 100m""]",2002-03-06,,,Athlete,"Graduated with a Medical Doctor degree (2024) from the Morsani College of Medicine at the University of South Florida, Tampa, FL (USA).</p><p>Graduated with a Bachelor of Science degree (2020) from the University of South Florida, Tampa, FL (USA)",,English,
1539547,TRAORE Cheickna,Male,CIV,Côte d'Ivoire,Côte d'Ivoire,['Athletics'],"[""Men's 200m""]",2000-10-21,Côte d'Ivoire,,"Athlete, student","Pursuing a graduate certificate in Leading in Diversity, Equity and Inclusion at Penn State University. </p><p>Graduated in 2023 with a Bachelor of Science in Information Technology Management form Ramapo College, NJ (USA)","Mother, Fanta Toure. The youngest of six brothers",English,Personal: Brandon Rizzo (USA)
1539548,TIE Whitney,Female,CIV,Côte d'Ivoire,Côte d'Ivoire,['Athletics'],"[""Women's 4 x 100m Relay""]",1999-04-07,,,Athlete,,,French,
1539607,SIDHU Vijayveer,Male,IND,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],2002-06-21,,,Athlete,"Studied at the Panjab University (Chandigarh, IND)","Father, Gurpreet Singh. Mother, Rano Kaur. Twin older brother, Udhayveer",English,"National: Munkhbayar Dorjsuren (GER), Ronak Pandit (IND).<br>Personal: Daleep Singh Chandel"
1539611,TOMAR Aishwary Pratap Singh,Male,IND,India,India,['Shooting'],['50m Rifle 3 Positions Men'],2001-02-03,India,,"Athlete, student",Studying Sports at the Guru Nanak Dev University (IND),"Father, Veer Bahadur. Mother, Hema Tomar. Sisters, Tanvi Ajit Singh Kushwah and Apurva Tomar. Cousin, Navdeep Singh Rathore",English,"National: Deepali Deshpande (IND), Thomas Farnik (AUT)"
1539615,NARUKA Anant Jeet Singh,Male,IND,India,India,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1998-07-01,India,Cricket,,,"Father, Dalpat Singh. Grandfather, Rajendra Singh","English, Hindi","National: Pietro Genga (ITA).<br>Personal: Dalpat Singh Naruka (father), Ennio Falco (ITA)"
1539628,ANISH Anish,Male,IND,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],2002-09-26,India,,"Athlete, student","Graduated with a Bachelor's degree in Business Administration (2018) from the Manav Rachna International Institute of Research and Studies (Charmwood, IND)","Father, Jagpal. Mother, Poonam. Older sister, Muskan",English,National: Munkhbayar Dorjsuren (GER) and Jaspal Rana (IND).<br>Personal: Harpreet Singh (IND) and Ralf Schumann (GER)
1539636,BABUTA Arjun,Male,IND,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",1999-01-24,India,Music,,"Graduated with a Bachelor's degree in Arts from the DAV College in Chandigarh, India","Father, Neeraj. Mother, Deepti. Sister, Durga",English,"National: Deepali Deshpande (IND), Thomas Farnik (AUT)"
1539643,CHEEMA Arjun Singh,Male,IND,India,India,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",2001-06-13,India,"Swimming, going to the gym",Athlete,,,English,"National: Jaspal Rana.<br>Personal: Joshi Parvez, Kumar Holinder"
1539683,BOUSHITA Abderrahmane,Male,MAR,Morocco,Morocco,['Judo'],['Men -66 kg'],1997-09-05,Morocco,,Athlete,Graduated in 2023 with a Master's in Sports and Lifestyle Management at Rome Business School (ITA),"One brother, one sister","Arab, English, French",
1539720,SINGH Sandee,Male,IND,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",1996-01-20,India,,"Athlete, soldier",,"Father, Baljinder. Two brothers",,
1539747,SAMRA Sift Kaur,Female,IND,India,India,['Shooting'],['50m Rifle 3 Positions Women'],2001-09-09,India,"Travelling, dancing",Student,"Studying Physical Education and Sports at the Guru Nanak Dev University (Amrister, IND)","Father, Pawandeep Singh. Mother, Ramnik Kaur. Younger brother, Sidakbir Singh. Cousin, Sekhon",English,National: Suma Shirur (IND).<br>Personal: Deepali Deshpande (IND)
1539752,SINGH Esha,Female,IND,India,India,['Shooting'],['25m Pistol Women'],2005-01-01,India,"Go-kart racing, sketching",Student,"Studying Business Administration at the Malla Reddy University (Hyderabad, IND)","Father, Sachin. Mother, Srilatha",English,"Personal: Ved Prakash (IND), Ronak Pandit (IND) and Sunder Ghate"
1539754,RAMITA Ramita,Female,IND,India,India,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",2004-01-16,,,Athlete,,,,
1539757,KUMARI Rajeshwari,Female,IND,India,India,['Shooting'],['Trap Women'],1991-12-10,,,,,"Husband, Mehtab Singh","Englsh, Hindi",
1539767,SANGWAN Rhythm,Female,IND,India,India,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",2003-11-29,,"Movies, sketching portraits, shopping",Student,"Studying for an honours degree in English at the Lady Shri Ram College (Delhi, IND)","Father, Narender. Mother, Neelam",English,Personal: Vinit Kumar
1539849,SEN Lakshya,Male,IND,India,India,['Badminton'],"[""Men's Singles""]",2001-08-16,India,"Playing on his PlayStation, travelling, going out with friends",,,"Father, DK Sen. Mother, Nirmala Sen. Older brother, Chirag","English, Hindi",
1539886,di TELLA Pascual Maria,Male,ARG,Argentina,Argentina,['Fencing'],"[""Men's Sabre Individual""]",1995-09-16,Argentina,"Playing basketball, making music",Athlete,"Graduated with a double major in Political Science, Philosophy (with distinction) and PPE (Philosophy, Politics, & Economics) in 2018 from Duke University (Durham, NC, USA)","Father, Rafael. Mother, Astrid. Sister, Isabel","English, French, Spanish",
1539948,DARRAGH Rachael,Female,IRL,Ireland,Ireland,['Badminton'],"[""Women's Singles""]",1997-09-24,Ireland,,,,,English,National: Iskandar Zulkarnain (MAS)
1539950,McNULTY Harry,Male,IRL,Ireland,Ireland,['Rugby Sevens'],['Men'],1993-03-05,Bahrain,"Photography, travelling, ice hockey","Athlete, creative director, photographer",Graduated with a Bachelor's degree in Science (Food Technology) from University College Dublin (IRL),"Father, Aidan. Mother, Sandra",English,National: James Topping (IRL)
1539951,MOLLEN Bryan,Male,IRL,Ireland,Ireland,['Rugby Sevens'],['Men'],1995-09-25,Kenya,"Swimming in the sea, playing golf, walking his dogs, spending time with friends and family, watching TV, playing video games","Athlete, strength and conditioning coach","Received diplomas in Personal Training (Setanta College, Limerick, IRL) and Data Analytics (Fitzwilliam Institute, Dublin, IRL) in 2020",,English,
1539952,KENNEDY Terry,Male,IRL,Ireland,Ireland,['Rugby Sevens'],['Men'],1996-07-04,Ireland,"Technology, fitness, food and drink","Athlete, managing director of finance company",Graduated with a Bachelor's degree in Commerce from University College Dublin (IRL),"Father, Terry",English,National: James Topping (IRL)
1539954,WALSH Grainne,Female,IRL,Ireland,Ireland,['Boxing'],"[""Women's 66kg""]",1995-10-13,Ireland,Scrapbooking and colouring,,"Studied Italian and German at the University of Galway (Galway, IRL)","Mother, Geraldine. Father, Gerry. Brothers, Paul and Joseph. Sister, Mairead","English, German, Italian",Club: Noel Burke (IRL)
1539959,PASSMORE Jake,Male,IRL,Ireland,Ireland,['Diving'],"[""Men's 3m Springboard""]",2005-06-12,Great Britain,"Juggling, sometimes during competition as stress relief. ""I taught myself how to juggle during lockdown. I can't do it for that long or my arms get tired and I'm worried I'm not going to be able to grab my hands."" (rte.ie, 27 Jun 2024)",,,,English,
1539961,HEALY Sarah,Female,IRL,Ireland,Ireland,['Athletics'],"[""Women's 1500m""]",2001-02-13,Ireland,,"Athlete, student",Law at University College Dublin (IRL),,English,Personal: Eoghan Marnell (IRL)
1539962,McCANN Luke,Male,IRL,Ireland,Ireland,['Athletics'],"[""Men's 1500m""]",1998-03-12,Ireland,,Athlete,Mechanical Engineering at University College Dublin (IRL),"Father, Clark",English,"Personal: Thomas Dreissigacker (GER), Clark McCann (IRL), father"
1539963,McCORMACK Fionnuala,Female,IRL,Ireland,Ireland,['Athletics'],"[""Women's Marathon""]",1984-09-24,Ireland,,Athlete,"Health Studies, Sports Science at Dublin City University (IRL)","Husband, Alan (married 2015). Three children","English, French, Gaelic","Personal: Alan McCormack (IRL), her husband"
1539966,CATTERSON Victoria,Female,IRL,Ireland,Ireland,['Swimming'],"[""Women's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2001-03-25,Great Britain,,Athlete,"Graduated in 2023 with a Bachelor's of Science in Accounting at Ulster University, Belfast, Northern Ireland",,English,Club: Steven Beckerleg (GBR)
1539968,FERGUSON Conor,Male,IRL,Ireland,Ireland,['Swimming'],"[""Men's 4 x 100m Medley Relay"", 'Relay Only Athlete']",1999-10-11,Ireland,,Student,Studies Sport Management at Loughborough University (GBR),,English,Club: Ian Hulme (GBR)
1539969,WIFFEN Daniel,Male,IRL,Ireland,Ireland,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",2001-07-14,Great Britain,Video blogging,"Student, athlete",Studies Computer Science at Loughborough University (GBR),"Father, Jonathan. Mother, Rachel. Older brother, Ben. Older sister, Beth. Twin brother, Nathan",English,Club: Andi Manley (GBR)
1539971,ARMITAGE Megan,Female,IRL,Ireland,Ireland,['Cycling Road'],"[""Women's Road Race""]",1996-08-12,Ireland,,Athlete,Graduated with a Bachelor's degree in Law from the University of Dublin (IRL),,"English, French, Irish",
1539974,GILLESPIE Lara,Female,IRL,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",2001-04-21,Ireland,"Spending time with family, spending time in nature, gardening, walking her dog, cooking",Athlete,"Bachelor's degree in Health and Performance Science at University College Dublin, Ireland","Mother, Suzanne. Younger sister, Bobbo",English,
1539976,MURPHY Kelly,Female,IRL,Ireland,Ireland,['Cycling Track'],"[""Women's Team Pursuit""]",1989-11-03,Great Britain,,Athlete,"Bachelor's degree in Psychology from the University of Essex (2012).</p><p>Master of Research (MRes) in Brain Imaging and Cognitive Neuroscience, University of Birmingham, GBR.</p><p>PhD in cognitive neuroscience from the University of Aston, GBR (2024)","Parents, Ger and Ellen",English,National: Brian Nugent (IRL)
1539977,GRIFFIN Mia,Female,IRL,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Omnium"", ""Women's Team Pursuit""]",1998-12-30,Ireland,,Athlete,,"Father, PJ. Mother, Maria",English,Personal: Tommy Evans
1539978,CREIGHTON Erin,Female,IRL,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",2004-03-06,,,,,,,
1539982,SHARPE Alice,Female,IRL,Ireland,Ireland,['Cycling Track'],"[""Women's Madison"", ""Women's Team Pursuit""]",1994-05-03,Great Britain,,Athlete,"Graduated in Sports Management from the Manchester Metropolitan University (Manchester, GBR)",,English,
1539983,HEALY Ben,Male,IRL,Ireland,Ireland,['Cycling Road'],"[""Men's Road Race""]",2000-09-11,Great Britain,,Athlete,,,English,
1539985,MAGUIRE Leona,Female,IRL,Ireland,Ireland,['Golf'],"[""Women's Individual Stroke Play""]",1994-11-30,Ireland,,,"Graduated with a degree in psychology (2018) from Duke University (Durham, NC, USA)","Father, Declan. Mother, Breda. Identical twin sister, Lisa. Brother, Odhran",English,
1539986,Mc CLENAGHAN Rhys,Male,IRL,Ireland,Ireland,['Artistic Gymnastics'],"['Men', ""Men's Pommel Horse""]",1999-07-21,Great Britain,"Vlogging, golf, spending time with family",Athlete,"Sport Studies at Bangor SERC, Northern Ireland","Mother, father, brother, girlfriend",English,Personal: Luke Carson (IRL)
