code,name,gender,country_code,country,nationality_long,disciplines,events,birth_date,birth_country,hobbies,occupation,education,family,lang,coach
1964860,PENALBER Giullia,Female,BRA,Brazil,Brazil,['Wrestling'],"[""Women's Freestyle 57kg""]",1992-04-13,Brazil,,Athlete,"Universidade Candido Mende (Rio de Janeiro, BRA)","Father, Jorge. Mother, Gisele. Brother, Victor",Portuguese,
1964877,BOUCHIREB Samir,Male,ALG,Algeria,Algeria,['Shooting'],['10m Air Pistol Men'],1985-03-12,Algeria,"br>Jogging, fishing, hiking",Sports teacher,,,"Arabic, English, French",
1964899,CHAABI Houda,Female,ALG,Algeria,Algeria,['Shooting'],['10m Air Rifle Women'],1986-07-07,Algeria,"Walking, music, handball, cuisine, shopping",Athlete,,"Father, Nacereddine. Mother, Noura. Brother, Mohammed el Hadi. Sisters, Meriem and Nada","Arabic, English, French",Personal: Ziane Noureddine
1964935,SANER Harry,Male,RSA,South Africa,South Africa,['Fencing'],"[""Men's Épée Individual""]",2000-09-18,South Africa,,"Athlete, student","Studies Mechanical Engineering at University of the Witwatersrand (Johannesburg, RSA)","Father, Geoff. Mother, Joann. Brother, Jeremy",English,"Personal: Dr. Gennady Tyshler (RSA), founder of Tyshler Fencing School and head of the International Fencing Federation Coaching Council"
1964967,AZAMATI Benjamin,Male,GHA,Ghana,Ghana,['Athletics'],"[""Men's 100m"", ""Men's 4 x 100m Relay""]",1998-01-14,Ghana,"Playing the card game Uno, watching football, playing video games",Athlete,"Received a Bachelor's degree in Animal Science from West Texas A&M University (Canyon, USA) in 2023",,English,
1964984,YEBOAH Rose Amoanimaa,Female,GHA,Ghana,Ghana,['Athletics'],"[""Women's High Jump""]",2001-12-23,Ghana,,"Athlete, student",Studies at University of Illinois (USA),"Father, Francis Yeboah. Mother, Lydia Afrakomaa. Has three brothers and two sisters",English,Personal: Petros Kyprianou (CYP).<br>Personal: Sarah Glidden (USA)
1965086,SCHOON Raisa,Female,NED,Netherlands,Netherlands,['Beach Volleyball'],['Women'],2001-10-03,Netherlands,,Athlete,"Graduated with a degree in Coaching, Sport Studies from Johan Cruyff College (Roosendaal, NED)","Mother, Debora","Dutch, English","National: Richard de Kogel (NED), her uncle"
1965087,STAM Katja,Female,NED,Netherlands,Netherlands,['Beach Volleyball'],['Women'],1998-10-03,Netherlands,,Athlete,Physiotherapy at the University of Applied Sciences Leiden (NED),"Fiance, Thijs","Dutch, English, German, Spanish",Personal: Frank van den Outenaar (NED)
1965088,IMMERS Matthew,Male,NED,Netherlands,Netherlands,['Beach Volleyball'],['Men'],2000-11-13,Netherlands,,"Athlete, student",Studying Technical Business Administration at The Hague University of Applied Sciences (NED),,"Dutch, English",
1965089,van de VELDE Steven,Male,NED,Netherlands,Netherlands,['Beach Volleyball'],['Men'],1994-08-08,Netherlands,,"Athlete, student","Studying Psychology at Open University (Heerlen, NED)",,"Dutch, English",
1965090,BOERMANS Stefan,Male,NED,Netherlands,Netherlands,['Beach Volleyball'],['Men'],1994-12-13,Netherlands,,Athlete,Physical Education at Windesheim University of Applied Sciences (NED) from 2016 to 2017,,Dutch,
1965094,de GROOT Yorick,Male,NED,Netherlands,Netherlands,['Beach Volleyball'],['Men'],2000-07-06,Netherlands,,"Athlete, student","Fiscal Economics at Erasmus University (Rotterdam, NED)",,Dutch,
1965102,MYSZOR Wioleta,Female,POL,Poland,Poland,['Archery'],"[""Women's Individual""]",1983-01-19,,,"Athlete, sport soldier","Studied at the Academy of Physical Education of Bronislaw Czech, Krakow (POL)",,Polish,Club: Jan Lach (POL)
1965120,McRAE Khaleb,Male,USA,United States,United States of America,['Athletics'],['4 x 400m Relay Mixed'],2000-09-09,,,,,,,
1965125,NICHOLS Monae',Female,USA,United States,United States of America,['Athletics'],"[""Women's Long Jump""]",1998-11-24,United States,,Athlete,"Attended Bethune-Cookman University (Daytona Beach, FL, USA) from 2018-2020 before transferring to Texas Tech University (Lubbock, TX, USA) in 2021-2022",,English,Personal: Keith Herston (USA)
1965135,BOTHA Stephanie,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1998-12-30,,,Athlete,,,English,National: Giles Bonnet (RSA). <br>Club: Justin Grundlingh (RSA)
1965136,AUGOUSTI Taheera,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2005-09-23,South Africa,,Athlete,,,English,National: Giles Bonnet (RSA)
1965137,BOBBS Quanita,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1993-09-03,South Africa,Supporting Spanish football club FC Barcelona,"Athlete, CRM manager","Received a Bachelor's degree in Management, Marketing and Psychology from Stellenbosch University (RSA)",,"Afrikaans, English",National: Giles Bonnet (RSA).<br>Club: Justin Grundlingh (RSA)
1965138,CHAMBERLAIN Dirkie,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1986-11-03,South Africa,"Cycling, outdoor adventures, barbecuing",Athlete,,,"Afrikaans, English",National: Giles Bonnet (RSA)
1965139,CHRISTIE Erin,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1992-03-20,South Africa,"Spending time with friends, cycling, water polo","Athlete, teacher","Studied Chemistry as an undergrad and then received a postgraduate certificate in Education, Mathematics and Physical Science from Stellenbosch University (RSA)","Husband, Andrew Christie (married 2019)","Afrikaans, English",National: Giles Bonnet (RSA).<br>Club: Justin Grundlingh (RSA)
1965141,de WAAL Kayla,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2000-06-11,South Africa,"Watching tennis, spending time with family and friends, being outdoors, anything adventurous","Athlete, student",Received a Bachelors degree in Industrial Psychology from Stellenbosch University (RSA) in 2021,,English,National: Giles Bonnet (RSA).<br>Club: Justin Grundlingh (RSA)
1965143,ISAACS Paris-Gail,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2006-08-25,South Africa,,Athlete,,"Mother, Charlene",English,National: Giles Bonnet (RSA)
1965146,LOUW Marie,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1996-02-09,South Africa,"Running, playing tennis, going to the gym","Athlete, teacher","Majored in psychology, University of the Free State, Bloemfontein, South Africa (2016-2019). Bachelor of Science, University of Massachusetts, USA (2018). Studied psychology, Honours (2020) and Masters (2021-2022), University of the Free State, Bloemfontein, South Africa","Father, Piet. Mother, Christi. Five siblings, Frances, Katinka, Neels, Noa and Simon","Arifkanns, English",National: Giles Bonnet (RSA)
1965147,MALI Ongeziwe,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1999-05-21,South Africa,,"Athlete, student, TV operator","Majored in Pre-occupational therapy, James Madison University, Virginia, USA (2018-2020). Studying at Stellenbosch University, South Africa (2020-present)","Parents, Monwabisi and Nonceba",English,National: Giles Bonnet (RSA)
1965148,MOKOENA Ntsopa,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2004-08-17,South Africa,,Athlete,,,English,National: Giles Bonnet (RSA)
1965149,MOLIKOE Edith,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2000-05-23,South Africa,Reading,"Athlete, student","Studying for a degree in teaching, Education, University of Pretoria, South Africa (2022-present)","Husband, Ross Bird. Father, John",English,National: Giles Bonnet (RSA)
1965150,PATON Kristen,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1996-12-21,,,"Athlete, coach, chiropractor","Masters in Chiropractic Science, University of Johannesburg, South Africa (2015-2022)",,English,National: Giles Bonnet (RSA)
1965151,PEARCE Hannah,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1998-11-17,South Africa,,Athlete,"Bachelor of Psychology, Harvard University, Massachusetts, USA (2017-2021)",,English,National: Giles Bonnet (RSA)
1965153,SEERANE Celia,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1990-06-18,,"Football, baking","Athlete, business owner, coach","Studied at North-West University, Potchefstroom, RSA (2009-2015)","Husband, Hendy Seerane. Son, Milan. Brother, Brett Evans",English,National: Giles Bonnet (RSA)
1965154,SWARTS Kayla,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2003-05-24,,,Athlete,,"Mother, Odessa. Half-brother, Wayde van Niekerk",English,
1965155,LLOYD Anelle,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],1993-12-06,,,"Athlete, teacher","Bachelor of Commerce, Economics and international trade, North-West University, South Africa (2013-2017). Post grad degree, education, University of South Africa (2019-2020)",,English,National: Giles Bonnet (RSA)
1965157,ZULU Onthatile,Female,RSA,South Africa,South Africa,['Hockey'],['Women'],2000-03-14,South Africa,"Travelling, photography, spending time with family and friends",Athlete,"Bachelor of Commerce, Business Management, University of Pretoria, South Africa (2019-2022)",,English,Club: Justin Grundlingh (RSA)<br>National: Giles Bonnet (RSA)
1965200,MILLER Brandon,Male,USA,United States,United States of America,['Athletics'],"[""Men's 800m""]",2002-01-30,,,Athlete,"Studied Journalism at Texas A&M University (College Station, USA)","Father, Derrick. Mother, Angela. Brother, DJ. Sister, Ava",English,Personal: Milton Mallard
1965202,LINDSEY Courtney,Male,USA,United States,United States of America,['Athletics'],"[""Men's 4 x 100m Relay"", ""Men's 4 x 400m Relay""]",1998-11-18,,,"Athlete, student","Attends Texas Tech University (Lubbock, TX, USA)",,English,
1965205,MANTZ Conner,Male,USA,United States,United States of America,['Athletics'],"[""Men's Marathon""]",1996-12-08,United States,Hiking and playing the guitar,Athlete,"Graduated with a degree in Mechanical Engineering from Brigham Young University (Provo, UT, USA), and worked in research to develop a method that will aid analysing DNA","Wife Kylie (married a week after the 2022 Chicago Marathon). Father, Robert. Mother, Joanna. Two brothers (Garrett, Nathan). One sister (Clarissa)",English,"Personal: Ed Eyestone (USA), two-time marathon Olympian (1988, 1992)"
1965211,NILSEN Christopher,Male,USA,United States,United States of America,['Athletics'],"[""Men's Pole Vault""]",1998-01-13,United States,Drinking coffee,Athlete,"Graduated in 2020 with a degree in Human Movement Studies from the University of South Dakota (Vermillion, SD, USA)","Wife, Breanna Swee (married 22 Sep 2023). Son Roman (born 2018). Father, Mark. Mother, Karen. Sister, Nicole",English,"Personal: Derek Miles (USA), 2008 Olympic bronze medallist (pole vault)"
1965220,PRICE Deanna,Female,USA,United States,United States of America,['Athletics'],"[""Women's Hammer Throw""]",1993-06-08,United States,"Painting, walking her dog, playing softball and hunting. Obsessed with the goulash recipe she brought from the 2023 World Championships in Budapest, Hungary (it fits perfectly with her macros diet programme)","Athlete, throws coach at the University of Illinois (since 2023)","Accounting, Business Administration and Management at Southern Illinois University (Carbondale, IL, USA)","Husband, James Lambert. Father, Daniel. Mother, Ann. Brothers, Marcus and Steven",English,"Personal: James Lambert (USA), her husband"
1965223,ROBERTS Daniel,Male,USA,United States,United States of America,['Athletics'],"[""Men's 110m Hurdles""]",1997-11-13,United States,,Athlete,"University of Kentucky (Lexington, KY, USA)","Wife, Gabrielle (married Nov 2022)",English,Personal: Tim Hall (USA)
1965226,KNIGHTON Erriyon,Male,USA,United States,United States of America,['Athletics'],"[""Men's 200m""]",2004-01-29,United States,,Athlete,,"Mother, Shamika. Brother, Quay. Sister, Nasja",English,Personal: Mike Holloway (USA)
1965233,REESE Erin,Female,USA,United States,United States of America,['Athletics'],"[""Women's Hammer Throw""]",1995-12-04,United States,,"Athlete, coach, mental health caseworker",Graduated with a Bachelor's degree in Psychology from Indiana State University (USA),"Husband, Joseph Barnes (married 2023)",English,Personal: Brandan Bettenhausen (USA)
1965234,O'KEEFFE Fiona,Female,USA,United States,United States of America,['Athletics'],"[""Women's Marathon""]",1998-05-24,United States,,Athlete,"Graduated in 2020 with a Bachelor's degree in Earth Systems (an interdisciplinary environmental sciences programme) from Stanford University (CA, USA). In 2020 she made a graduate transfer to the University of New Mexico (Albuquerque, NM, USA)","Father, Malcolm. Mother, Liv. Sister, Olivia",English,"Personal: Amy Cragg (USA), 2017 World Championships marathon bronze medallist, Alistair Cragg"
1965246,KOVACS Joe,Male,USA,United States,United States of America,['Athletics'],"[""Men's Shot Put""]",1989-06-28,United States,Golf,Athlete,"Graduated with a degree in Earth Sciences from Pennsylvania State University (University Park, PA, USA)","Wife Ashley Muffet. Twins (son Kannon, daughter Kaari - born 19 Oct 2022). Mother, Joanna. Stepfather, Larry Royer. Father, Joseph (passed away in 1997)",English,"Personal: Ashley Kovacs (USA), his wife. She is on Team USA as a coach for Paris 2024"
1965250,MOORE Jasmine,Female,USA,United States,United States of America,['Athletics'],"[""Women's Long Jump"", ""Women's Triple Jump""]",2001-05-01,,"Running 5km races, playing with her dog, jet skiing, fishing, watching TikTok videos, listening to music, and spending time with family and friends. Enjoys poetry and she used to play the tuba",Athlete. Turned professional in 2023,"Attended the University of Georgia (Athens, GA, USA) before transferring to the University of Florida (Gainesville, FL, USA) graduating in 2023","Father, Earl. Mother, Trinette. Older sister, Jayla",English,Personal: Mike Holloway (USA)
1965254,PRANDINI Jenna,Female,USA,United States,United States of America,['Athletics'],"[""Women's 4 x 100m Relay""]",1992-11-20,,,,,,,
1965262,KING Kyree,Male,USA,United States,United States of America,['Athletics'],"[""Men's 4 x 100m Relay""]",1994-07-09,,,Athlete,"University of Oregon (Eugene, USA)",,English,
1965268,MOON Katie,Female,USA,United States,United States of America,['Athletics'],"[""Women's Pole Vault""]",1991-06-13,United States,"Golf, snowboarding",Athlete,"Graduated with a Bachelor of Arts in Psychology (minor in fashion merchandising) from Ashland University (OH, USA), where she won two NCAA Division II titles. Initially attended the University of Dayton (OH, USA). Studied fashion in Paris, France in 2013","Husband, Hugo Moon (married 31 December 2022). Mother, Diane Nageotte. Father, Mark (passed away when she was 16). Brother, Andy. Sister, Emily",English,Personal: Brad Walker (USA)
1965270,ORJI Keturah,Female,USA,United States,United States of America,['Athletics'],"[""Women's Triple Jump""]",1996-03-05,United States,"Reading two books every month, learning Spanish, playing sand volleyball, blogging, playing card and board games","Athlete, motivational speaker, financial counselor","Graduated with a Bachelor's degree in Financial Planning Services in 2018 and a Master's degree in Sports Management and Policy in 2019 from the University of Georgia (Athens, GA, USA).</p><p>During the Covid-19 lockdowns, she completed another Master's degree in accounting and financial management from DeVry University (USA)","Husband, Kisean Smith. Father, Anthony. Mother, Nicole. Brother, Anthony. Sisters, Linda and Rachel",English,"Personal: Aaron Gadson (USA), husband of 2024 world indoor champion Thea Lafond (DMA)"
1965273,KORIR Leonard,Male,USA,United States,United States of America,['Athletics'],"[""Men's Marathon""]",1986-12-10,Kenya,,U.S. Army staff sergeant,"Studied Political Science at Iona College (New Rochelle, NY, USA)","Oldest of six children (two brothers, three sisters)","English, Swahili",Personal: Scott Simmons (USA)
1965279,LONG McKenzie,Female,USA,United States,United States of America,['Athletics'],"[""Women's 200m""]",2000-07-11,United States,,Athlete,"Graduated in 2022 with a Bachelors degree in Psychology and Communications from North Carolina State University (Raleigh, NC, USA) prior to transferring to the University of Mississippi (Oxford, MS, USA) where she graduated in August 2023 with a Master's degree in Criminal Justice. Working towards her second Master's degree - in Public Health","Father, Michael Long. Mother, Tara Jones (passed away in February 2024)",English,
1965282,MALONE-HARDIN Maggie,Female,USA,United States,United States of America,['Athletics'],"[""Women's Javelin Throw""]",1993-12-30,United States,"Playing competitive team sports, watching movies, singing. One of her favourite songs is ‘King of Kings’ by Hillsong. She finds solace and joy in worship music, considering it comforting and pleasing to God. She aspires to lead worship in her church in the future, drawn to the idea of guiding others in spiritual expression","Athlete, volunteer coach at the University of Nebraska","Studied Human Resources at the Texas A&M University (College Station, TX, USA). Completed Master’s degree in Marketing Analytics","Husband, Sam Hardin (married Sep 2023). Father, Danny. Mother, Nancy Kindig. Brother, Callahan. Sister, Audrey",English,"Personal: Tom Pukstys (USA), two-time Olympian (1992, 1996)"
1965289,NORMAN Michael,Male,USA,United States,United States of America,['Athletics'],"[""Men's 400m"", ""Men's 4 x 400m Relay""]",1997-12-03,United States,"Playing basketball, listening to music. Self-described foodie, car enthusiast, and thrill-seeker (once rode a Jet Ski 45km each way from Long Beach, California to Catalina Island and back)",Athlete,"Graduated in 2019 with a degree in Communications from the University of Southern California (Los Angeles, CA, USA)","Fiancee, Jenna Adams (wedding is 28 Sep 2024). Father, Michael. Mother, Nobue. Sister, Michelle",English,"Personal: Quincy Watts (USA), Two-time 1992 Olympic gold medallist (400m, 4x400m), two-time world championships 4x400m medallist (1993 gold, 1991 silver)"
1965298,OTTERDAHL Payton,Male,USA,United States,United States of America,['Athletics'],"[""Men's Shot Put""]",1996-04-02,United States,"Golf, frisbee golf, going to his family's cabin in northern Minnesota, hiking in national parks. Has many pets (seven snakes, four geckos, a lizard, a frog, and his American bulldog Dooby). </p><p>""That’s usually what I’m doing in my free time at home. It relaxes me. I like building their enclosures and making them look really good. That’s what I’m into."" (bisonillustrated.com, 1 May 2023)","Athlete, coaches high school and middle school kids","Graduated in 2019 with a degree in Physical Education from North Dakota State University (Fargo, ND, USA)","Girlfriend, Maddy Nilles. Father, Cory. Mother, Shannon. Two brothers (Trevor, Max)",English,Personal: Justin St. Clair (USA)
1965302,ROBINSON Russell,Male,USA,United States,United States of America,['Athletics'],"[""Men's Triple Jump""]",2001-06-27,,,,,,,
1965303,MANE Salif,Male,USA,United States,United States of America,['Athletics'],"[""Men's Triple Jump""]",2001-12-12,United States,,Athlete,"Received a Bachelor's degree in Civil Engineering from Fairleigh Dickinson University (Hackensack, NJ, USA) in 2024",,English,Personal: Leroy Solomon (USA)
1965304,MATTIS Sam,Male,USA,United States,United States of America,['Athletics'],"[""Men's Discus Throw""]",1994-03-19,United States,,"Athlete, coach","Graduated in 2016 with a Bachelor of Science degree in Finance and Operations Management from the Wharton School of Business at the University of Pennsylvania (Philadelphia, PA, USA)","Father, Marlon. Mother, Marcie. Brother, Jake","English, Spanish",Personal: Dane Miller (USA)
1965306,McEWEN Shelby,Male,USA,United States,United States of America,['Athletics'],"[""Men's High Jump""]",1996-04-06,United States,"Singing, fishing, playing video games",Athlete,"Graduated from the University of Alabama (Tuscaloosa, AL, USA)","Father, Michael. Mother, Sharon",English,"Personal: Patrick Pyle (USA), former decathlete"
